farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0037,South India,Maize,16.28,5.53,25.68,118.58,88.71,7.32,Sprinkler,Mixed,44.08,2024-02-04,2024-06-28,145,2049.06,SENS0037,2024-04-16,21.734924,78.809376,0.41,None,"Farm FARM0037 located in South India is cultivating Maize. The soil moisture is 16.28%, pH level is 5.53, and temperature is 25.68°C. Rainfall recorded is 118.58 mm with a humidity of 88.71% and sunlight duration of 7.32 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 44.08 ml. Crop sowing started on 2024-02-04 and is expected to be harvested by 2024-06-28, spanning 145 days. Yield is 2049.06 kg/hectare. Sensor used is SENS0037 with data recorded on 2024-04-16. Location coordinates are (21.734924, 78.809376). NDVI index is 0.41 and crop disease status is None."
FARM0038,Central USA,Cotton,13.99,5.63,24.83,194.26,74.32,4.91,Manual,Organic,49.73,2024-01-18,2024-06-04,138,3664.7,SENS0038,2024-03-15,29.392338,77.607561,0.85,Moderate,"Farm FARM0038 located in Central USA is cultivating Cotton. The soil moisture is 13.99%, pH level is 5.63, and temperature is 24.83°C. Rainfall recorded is 194.26 mm with a humidity of 74.32% and sunlight duration of 4.91 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 49.73 ml. Crop sowing started on 2024-01-18 and is expected to be harvested by 2024-06-04, spanning 138 days. Yield is 3664.7 kg/hectare. Sensor used is SENS0038 with data recorded on 2024-03-15. Location coordinates are (29.392338, 77.607561). NDVI index is 0.85 and crop disease status is Moderate."
FARM0039,East Africa,Cotton,20.69,6.74,27.19,235.02,87.38,5.25,Sprinkler,Inorganic,34.72,2024-01-08,2024-04-18,101,4207.97,SENS0039,2024-01-28,10.066893,79.010074,0.66,Moderate,"Farm FARM0039 located in East Africa is cultivating Cotton. The soil moisture is 20.69%, pH level is 6.74, and temperature is 27.19°C. Rainfall recorded is 235.02 mm with a humidity of 87.38% and sunlight duration of 5.25 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 34.72 ml. Crop sowing started on 2024-01-08 and is expected to be harvested by 2024-04-18, spanning 101 days. Yield is 4207.97 kg/hectare. Sensor used is SENS0039 with data recorded on 2024-01-28. Location coordinates are (10.066893, 79.010074). NDVI index is 0.66 and crop disease status is Moderate."
FARM0040,North India,Rice,20.08,6.07,32.19,67.79,51.67,5.59,Sprinkler,Inorganic,10.16,2024-01-21,2024-04-29,99,5633.65,SENS0040,2024-02-08,11.785246,73.318456,0.48,Moderate,"Farm FARM0040 located in North India is cultivating Rice. The soil moisture is 20.08%, pH level is 6.07, and temperature is 32.19°C. Rainfall recorded is 67.79 mm with a humidity of 51.67% and sunlight duration of 5.59 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 10.16 ml. Crop sowing started on 2024-01-21 and is expected to be harvested by 2024-04-29, spanning 99 days. Yield is 5633.65 kg/hectare. Sensor used is SENS0040 with data recorded on 2024-02-08. Location coordinates are (11.785246, 73.318456). NDVI index is 0.48 and crop disease status is Moderate."
FARM0041,South USA,Wheat,26.4,6.11,23.05,118.06,67.0,6.63,Drip,Inorganic,38.05,2024-03-09,2024-06-08,91,2365.31,SENS0041,2024-06-03,30.898965,81.503982,0.87,Moderate,"Farm FARM0041 located in South USA is cultivating Wheat. The soil moisture is 26.4%, pH level is 6.11, and temperature is 23.05°C. Rainfall recorded is 118.06 mm with a humidity of 67.0% and sunlight duration of 6.63 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 38.05 ml. Crop sowing started on 2024-03-09 and is expected to be harvested by 2024-06-08, spanning 91 days. Yield is 2365.31 kg/hectare. Sensor used is SENS0041 with data recorded on 2024-06-03. Location coordinates are (30.898965, 81.503982). NDVI index is 0.87 and crop disease status is Moderate."
FARM0042,East Africa,Wheat,36.71,5.85,25.38,160.56,53.91,9.98,None,Mixed,41.64,2024-01-16,2024-05-07,112,3633.39,SENS0042,2024-02-26,26.753338,87.154662,0.5,Severe,"Farm FARM0042 located in East Africa is cultivating Wheat. The soil moisture is 36.71%, pH level is 5.85, and temperature is 25.38°C. Rainfall recorded is 160.56 mm with a humidity of 53.91% and sunlight duration of 9.98 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 41.64 ml. Crop sowing started on 2024-01-16 and is expected to be harvested by 2024-05-07, spanning 112 days. Yield is 3633.39 kg/hectare. Sensor used is SENS0042 with data recorded on 2024-02-26. Location coordinates are (26.753338, 87.154662). NDVI index is 0.5 and crop disease status is Severe."
FARM0043,Central USA,Cotton,38.47,6.6,24.1,128.63,56.16,9.82,None,Mixed,42.12,2024-01-22,2024-06-15,145,4170.37,SENS0043,2024-05-06,11.355102,80.368788,0.67,Severe,"Farm FARM0043 located in Central USA is cultivating Cotton. The soil moisture is 38.47%, pH level is 6.6, and temperature is 24.1°C. Rainfall recorded is 128.63 mm with a humidity of 56.16% and sunlight duration of 9.82 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 42.12 ml. Crop sowing started on 2024-01-22 and is expected to be harvested by 2024-06-15, spanning 145 days. Yield is 4170.37 kg/hectare. Sensor used is SENS0043 with data recorded on 2024-05-06. Location coordinates are (11.355102, 80.368788). NDVI index is 0.67 and crop disease status is Severe."
FARM0044,South USA,Wheat,17.12,6.6,33.55,159.53,74.91,4.73,Sprinkler,Mixed,12.13,2024-03-01,2024-07-04,125,3631.96,SENS0044,2024-03-29,34.806428,88.258598,0.58,None,"Farm FARM0044 located in South USA is cultivating Wheat. The soil moisture is 17.12%, pH level is 6.6, and temperature is 33.55°C. Rainfall recorded is 159.53 mm with a humidity of 74.91% and sunlight duration of 4.73 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 12.13 ml. Crop sowing started on 2024-03-01 and is expected to be harvested by 2024-07-04, spanning 125 days. Yield is 3631.96 kg/hectare. Sensor used is SENS0044 with data recorded on 2024-03-29. Location coordinates are (34.806428, 88.258598). NDVI index is 0.58 and crop disease status is None."
FARM0045,South India,Cotton,42.64,6.08,29.11,153.87,64.12,6.83,None,Mixed,11.51,2024-01-20,2024-05-21,122,4985.17,SENS0045,2024-02-06,31.600673,75.524948,0.77,Severe,"Farm FARM0045 located in South India is cultivating Cotton. The soil moisture is 42.64%, pH level is 6.08, and temperature is 29.11°C. Rainfall recorded is 153.87 mm with a humidity of 64.12% and sunlight duration of 6.83 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 11.51 ml. Crop sowing started on 2024-01-20 and is expected to be harvested by 2024-05-21, spanning 122 days. Yield is 4985.17 kg/hectare. Sensor used is SENS0045 with data recorded on 2024-02-06. Location coordinates are (31.600673, 75.524948). NDVI index is 0.77 and crop disease status is Severe."
FARM0046,Central USA,Soybean,19.35,5.51,29.52,259.37,69.0,7.96,Sprinkler,Inorganic,29.24,2024-02-11,2024-06-15,125,5051.49,SENS0046,2024-03-30,21.383615,76.435547,0.41,Mild,"Farm FARM0046 located in Central USA is cultivating Soybean. The soil moisture is 19.35%, pH level is 5.51, and temperature is 29.52°C. Rainfall recorded is 259.37 mm with a humidity of 69.0% and sunlight duration of 7.96 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 29.24 ml. Crop sowing started on 2024-02-11 and is expected to be harvested by 2024-06-15, spanning 125 days. Yield is 5051.49 kg/hectare. Sensor used is SENS0046 with data recorded on 2024-03-30. Location coordinates are (21.383615, 76.435547). NDVI index is 0.41 and crop disease status is Mild."
FARM0047,East Africa,Cotton,18.17,7.05,15.87,236.18,75.26,8.87,None,Mixed,40.66,2024-03-05,2024-07-04,121,5859.3,SENS0047,2024-03-21,22.557279,81.803609,0.82,Severe,"Farm FARM0047 located in East Africa is cultivating Cotton. The soil moisture is 18.17%, pH level is 7.05, and temperature is 15.87°C. Rainfall recorded is 236.18 mm with a humidity of 75.26% and sunlight duration of 8.87 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 40.66 ml. Crop sowing started on 2024-03-05 and is expected to be harvested by 2024-07-04, spanning 121 days. Yield is 5859.3 kg/hectare. Sensor used is SENS0047 with data recorded on 2024-03-21. Location coordinates are (22.557279, 81.803609). NDVI index is 0.82 and crop disease status is Severe."
FARM0048,North India,Soybean,41.87,5.53,17.88,267.73,88.5,4.45,Manual,Inorganic,33.05,2024-02-21,2024-05-26,95,5407.06,SENS0048,2024-05-17,31.483555,77.600188,0.49,Severe,"Farm FARM0048 located in North India is cultivating Soybean. The soil moisture is 41.87%, pH level is 5.53, and temperature is 17.88°C. Rainfall recorded is 267.73 mm with a humidity of 88.5% and sunlight duration of 4.45 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 33.05 ml. Crop sowing started on 2024-02-21 and is expected to be harvested by 2024-05-26, spanning 95 days. Yield is 5407.06 kg/hectare. Sensor used is SENS0048 with data recorded on 2024-05-17. Location coordinates are (31.483555, 77.600188). NDVI index is 0.49 and crop disease status is Severe."
FARM0049,East Africa,Wheat,31.61,5.97,28.69,121.84,51.37,4.54,Drip,Mixed,36.68,2024-01-15,2024-04-24,100,4776.0,SENS0049,2024-01-18,11.149774,85.922869,0.48,Moderate,"Farm FARM0049 located in East Africa is cultivating Wheat. The soil moisture is 31.61%, pH level is 5.97, and temperature is 28.69°C. Rainfall recorded is 121.84 mm with a humidity of 51.37% and sunlight duration of 4.54 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 36.68 ml. Crop sowing started on 2024-01-15 and is expected to be harvested by 2024-04-24, spanning 100 days. Yield is 4776.0 kg/hectare. Sensor used is SENS0049 with data recorded on 2024-01-18. Location coordinates are (11.149774, 85.922869). NDVI index is 0.48 and crop disease status is Moderate."
FARM0050,South USA,Rice,18.55,6.32,28.64,95.01,48.75,7.66,None,Mixed,35.74,2024-02-19,2024-05-28,99,2928.75,SENS0050,2024-05-10,16.349433,75.106534,0.31,Severe,"Farm FARM0050 located in South USA is cultivating Rice. The soil moisture is 18.55%, pH level is 6.32, and temperature is 28.64°C. Rainfall recorded is 95.01 mm with a humidity of 48.75% and sunlight duration of 7.66 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 35.74 ml. Crop sowing started on 2024-02-19 and is expected to be harvested by 2024-05-28, spanning 99 days. Yield is 2928.75 kg/hectare. Sensor used is SENS0050 with data recorded on 2024-05-10. Location coordinates are (16.349433, 75.106534). NDVI index is 0.31 and crop disease status is Severe."
FARM0051,Central USA,Soybean,15.53,6.38,21.91,196.89,71.95,6.55,Manual,Inorganic,43.04,2024-01-13,2024-06-05,144,3932.83,SENS0051,2024-03-13,19.534107,77.179183,0.48,Moderate,"Farm FARM0051 located in Central USA is cultivating Soybean. The soil moisture is 15.53%, pH level is 6.38, and temperature is 21.91°C. Rainfall recorded is 196.89 mm with a humidity of 71.95% and sunlight duration of 6.55 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 43.04 ml. Crop sowing started on 2024-01-13 and is expected to be harvested by 2024-06-05, spanning 144 days. Yield is 3932.83 kg/hectare. Sensor used is SENS0051 with data recorded on 2024-03-13. Location coordinates are (19.534107, 77.179183). NDVI index is 0.48 and crop disease status is Moderate."
FARM0052,North India,Cotton,19.61,6.63,28.72,236.17,42.45,7.64,None,Inorganic,39.91,2024-01-20,2024-06-09,141,3409.28,SENS0052,2024-03-08,25.522279,83.555289,0.73,Mild,"Farm FARM0052 located in North India is cultivating Cotton. The soil moisture is 19.61%, pH level is 6.63, and temperature is 28.72°C. Rainfall recorded is 236.17 mm with a humidity of 42.45% and sunlight duration of 7.64 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 39.91 ml. Crop sowing started on 2024-01-20 and is expected to be harvested by 2024-06-09, spanning 141 days. Yield is 3409.28 kg/hectare. Sensor used is SENS0052 with data recorded on 2024-03-08. Location coordinates are (25.522279, 83.555289). NDVI index is 0.73 and crop disease status is Mild."
FARM0053,North India,Wheat,20.81,6.38,26.59,233.09,44.51,5.77,None,Organic,14.04,2024-03-12,2024-07-13,123,4007.18,SENS0053,2024-04-15,30.761815,75.139402,0.79,Severe,"Farm FARM0053 located in North India is cultivating Wheat. The soil moisture is 20.81%, pH level is 6.38, and temperature is 26.59°C. Rainfall recorded is 233.09 mm with a humidity of 44.51% and sunlight duration of 5.77 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 14.04 ml. Crop sowing started on 2024-03-12 and is expected to be harvested by 2024-07-13, spanning 123 days. Yield is 4007.18 kg/hectare. Sensor used is SENS0053 with data recorded on 2024-04-15. Location coordinates are (30.761815, 75.139402). NDVI index is 0.79 and crop disease status is Severe."
FARM0054,Central USA,Maize,38.15,6.44,16.51,238.54,51.28,8.06,None,Mixed,21.46,2024-02-01,2024-05-17,106,4146.29,SENS0054,2024-03-30,19.214641,84.980232,0.46,Severe,"Farm FARM0054 located in Central USA is cultivating Maize. The soil moisture is 38.15%, pH level is 6.44, and temperature is 16.51°C. Rainfall recorded is 238.54 mm with a humidity of 51.28% and sunlight duration of 8.06 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 21.46 ml. Crop sowing started on 2024-02-01 and is expected to be harvested by 2024-05-17, spanning 106 days. Yield is 4146.29 kg/hectare. Sensor used is SENS0054 with data recorded on 2024-03-30. Location coordinates are (19.214641, 84.980232). NDVI index is 0.46 and crop disease status is Severe."
FARM0055,Central USA,Wheat,33.62,6.44,27.39,285.79,56.4,7.66,Drip,Mixed,42.07,2024-03-10,2024-07-19,131,3633.18,SENS0055,2024-04-14,11.13367,70.744243,0.9,None,"Farm FARM0055 located in Central USA is cultivating Wheat. The soil moisture is 33.62%, pH level is 6.44, and temperature is 27.39°C. Rainfall recorded is 285.79 mm with a humidity of 56.4% and sunlight duration of 7.66 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 42.07 ml. Crop sowing started on 2024-03-10 and is expected to be harvested by 2024-07-19, spanning 131 days. Yield is 3633.18 kg/hectare. Sensor used is SENS0055 with data recorded on 2024-04-14. Location coordinates are (11.13367, 70.744243). NDVI index is 0.9 and crop disease status is None."
FARM0056,North India,Rice,41.05,5.77,24.07,217.62,77.16,9.68,None,Mixed,38.4,2024-01-14,2024-05-24,131,2396.09,SENS0056,2024-05-18,25.391305,88.781061,0.47,Moderate,"Farm FARM0056 located in North India is cultivating Rice. The soil moisture is 41.05%, pH level is 5.77, and temperature is 24.07°C. Rainfall recorded is 217.62 mm with a humidity of 77.16% and sunlight duration of 9.68 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 38.4 ml. Crop sowing started on 2024-01-14 and is expected to be harvested by 2024-05-24, spanning 131 days. Yield is 2396.09 kg/hectare. Sensor used is SENS0056 with data recorded on 2024-05-18. Location coordinates are (25.391305, 88.781061). NDVI index is 0.47 and crop disease status is Moderate."
FARM0057,South India,Cotton,25.56,5.97,22.25,295.23,58.37,9.41,Manual,Organic,22.92,2024-01-04,2024-06-02,150,5392.13,SENS0057,2024-04-29,12.291836,74.242116,0.68,None,"Farm FARM0057 located in South India is cultivating Cotton. The soil moisture is 25.56%, pH level is 5.97, and temperature is 22.25°C. Rainfall recorded is 295.23 mm with a humidity of 58.37% and sunlight duration of 9.41 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 22.92 ml. Crop sowing started on 2024-01-04 and is expected to be harvested by 2024-06-02, spanning 150 days. Yield is 5392.13 kg/hectare. Sensor used is SENS0057 with data recorded on 2024-04-29. Location coordinates are (12.291836, 74.242116). NDVI index is 0.68 and crop disease status is None."
FARM0058,North India,Maize,18.52,5.75,26.29,67.15,78.26,5.24,Sprinkler,Organic,19.79,2024-01-26,2024-06-21,147,4383.93,SENS0058,2024-04-05,31.460153,72.89376,0.38,Moderate,"Farm FARM0058 located in North India is cultivating Maize. The soil moisture is 18.52%, pH level is 5.75, and temperature is 26.29°C. Rainfall recorded is 67.15 mm with a humidity of 78.26% and sunlight duration of 5.24 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 19.79 ml. Crop sowing started on 2024-01-26 and is expected to be harvested by 2024-06-21, spanning 147 days. Yield is 4383.93 kg/hectare. Sensor used is SENS0058 with data recorded on 2024-04-05. Location coordinates are (31.460153, 72.89376). NDVI index is 0.38 and crop disease status is Moderate."
